,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,31,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1.0,2009.0,12,27,10
1,146,0820,THEFT,$500 AND UNDER,STREET,False,False,1.0,2008.0,6,1,12
2,349,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1.0,2007.0,1,31,13
3,2912,1330,CRIMINAL TRESPASS,TO LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,True,False,1.0,2006.0,11,18,13
4,6970,0460,BATTERY,SIMPLE,STREET,False,False,1.0,2006.0,11,4,13
