,index,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,District,Year,Month,Day,Hour
0,6485642,0460,NARCOTICS,SIMPLE,STREET,False,False,11.0,2013.0,7,17,16
1,6484794,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,3.0,2013.0,5,1,13
2,6492659,0820,THEFT,$500 AND UNDER,STREET,False,False,7.0,2013.0,11,8,17
3,6485594,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,4.0,2013.0,12,18,22
4,6485306,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,9.0,2013.0,8,22,14
